"address","infoSnippet","name","phone","rating","reviewSnippet","url","website"
"3625 E Thousand Oaks Blvd Ste 113, Westlake Village, CA 91362","Patricia A. Mann specializes in Family Law and has been serving Ventura County since 1989. Located in Westlake Village, Patti is a Member of Collaborative Family…","Mann Patricia Attorney At Law","(805) 842-0051",,,"https://www.yellowpages.com/westlake-village-ca/mip/mann-patricia-attorney-at-law-3012957?lid=1002162407794",
"6780 N West Ave, Fresno, CA 93711",,"Todd B. Barsotti A Professional Law Corporation","(559) 420-7894",,,"https://www.yellowpages.com/fresno-ca/mip/todd-b-barsotti-a-professional-law-corporation-3039355?lid=1000647205480","http://www.barsotti-law.com"
"68828 Ramon Rd, Ste C2, Cathedral City, CA 92234","The Law Offices Of Muro & Muro of Cathedral City California is a family Owned and Operated law firm with over 27 years of experience. Muro & Muro will fight for…","Muro & Muro Law Offices","(760) 537-5359",,,"https://www.yellowpages.com/cathedral-city-ca/mip/muro-muro-law-offices-3187720?lid=1002153370507",
"1714 Olive St, Santa Barbara, CA 93101","I am a sole practitioner. I have focused my practice on family law since joining the Bar in 1976 and I have emphasized mediation since 1978. I have successfully…","Nancy J Madsen, Attorney & Mediator","(805) 564-4481",,,"https://www.yellowpages.com/santa-barbara-ca/mip/nancy-j-madsen-attorney-mediator-3324611?lid=1002055527039","https://www.nolo.com/lawyers/profile/nancy-jane-madsen-547.html"
"14350 Civic Dr, Victorville, CA 92392","Helping you accomplish your personal and professional financial goals is our priority. By utilizing our firm you will receive the exceptional service, attention…","Miers & Miers Certified Public Accountants LLP","(760) 245-5341",,,"https://www.yellowpages.com/victorville-ca/mip/miers-miers-certified-public-accountants-llp-3483642?lid=1001780050729","http://mierscpa.com"
"1114 State St, Santa Barbara, CA 93101","My name is Stephan T. Frank, Attorney at Law, and I have been practicing law since 1971. I have the experience and expertise that comes with over 40 years…","Frank Stephen T Attorney","(805) 319-4280",,,"https://www.yellowpages.com/santa-barbara-ca/mip/frank-stephen-t-attorney-3556299?lid=1002108845374",
"279 E H St., Benicia, CA 94510","A Preeminent Employment Law Firm Serving Businesses and Individuals For Over 28 Years","Barnum & Avila Law Offices Of","(707) 745-3747",,,"https://www.yellowpages.com/benicia-ca/mip/barnum-avila-law-offices-of-3871677?lid=1001572528737","http://www.rmblaw.com"
"636 W State St, El Centro, CA 92243","At Ewing Johnson & Graves Professional Law Corporation, we handle a wide range of services in business law to guarantee smooth operation as well as resolution of…","Ewing Johnson & Graves Professional Law Corporation","(760) 483-9872",,,"https://www.yellowpages.com/el-centro-ca/mip/ewing-johnson-graves-professional-law-corporation-4081477?lid=278163890","http://www.ewingjohnsongraveslaw.com"
"1849 Knoll Dr, Ventura, CA 93003",,"Baskin Robert M Law Offices Of","(805) 639-8135","3","My step father who is deceased ,was a court judge. I know Mr baskin and his office worked til the very end and pursued every avenue.  It was an emotional and very important…","https://www.yellowpages.com/ventura-ca/mip/baskin-robert-m-law-offices-of-4120878?lid=1002173406690","http://www.robertmbaskin.com/"
"275 E Douglas Ave, El Cajon, CA 92020","* Former Instructor Cuyamaca Community College * President of the Foothills Bar Association of San Diego County in 1999 * East County Attorney & Citizen For Over…","Buchenau Thomas M Law Offices","(619) 493-0360",,,"https://www.yellowpages.com/el-cajon-ca/mip/buchenau-thomas-m-law-offices-4288951?lid=348666417","http://www.elcajonlaw.com"
"2801 Salinas Hwy, Monterey, CA 93940","Fenton & Keller is a law firm that specializes in the practice of civil, business and employment law. The firm represents clients in matters concerning…","Fenton & Keller","(831) 373-1241",,,"https://www.yellowpages.com/monterey-ca/mip/fenton-keller-431951?lid=1001809827431","http://fentonkeller.com/contact-us"
"1342 Esplanade, Chico, CA 95926",,"Richard S Matson Law Office Inc","(530) 343-5373",,,"https://www.yellowpages.com/chico-ca/mip/richard-s-matson-law-office-inc-4437168?lid=1001829253097",
,"We represent individuals and groups of people who have been financially abused or otherwise ""ripped off"" by careless or dishonest companies. This is divided into…","Bernstein Scot D Law Offices APC","(888) 381-0639",,,"https://www.yellowpages.com/nationwide/mip/bernstein-scot-d-law-offices-apc-450802383?lid=1002173409632","http://www.sbernsteinlaw.com"
"16820 Ivy Ave, Fontana, CA 92335","The office of Edward G. Operini practices law in Fontana, California and San Bernardino Co..Our entire staff is dedicated to helping clients with their legal…","Edward G. Operini","(909) 822-5041",,,"https://www.yellowpages.com/fontana-ca/mip/edward-g-operini-453590083?lid=1002112664432","http://www.operini.com"
"155 Montgomery St, Ste 1004, San Francisco, CA 94104","James Lance Kaller is an attorney located in San Francisco, California. He specializes in Estate Planning, Wills, Guardianships, Trusts, and Probate. Practicing…","Kaller, James Lance","(415) 636-7054",,,"https://www.yellowpages.com/san-francisco-ca/mip/kaller-james-lance-453647414?lid=1002105046780",
"5080 California Ave Ste 425, Bakersfield, CA 93309",,"Attorney's Certified Services","(661) 327-8022","5","I have used Attorney Certified Services (ACS) for a number of legal-related requests over the years.  Having had poor experiences with other services, I was pleased the first…","https://www.yellowpages.com/bakersfield-ca/mip/attorneys-certified-services-453763258?lid=1002004416826","http://www.attorneyscertified.com"
"6355 Topanga Canyon Blvd, Woodland Hills, CA 91367",,"John P. Rosenberg, A Professional Law Corporation","(818) 716-6400","5","In working with John Rosenberg for the last four years I have found him to be knowledgable and extremely professional. Mr Rosenberg and his staff work hard for thier clients…","https://www.yellowpages.com/woodland-hills-ca/mip/john-p-rosenberg-a-professional-law-corporation-455419049?lid=1001641663082","http://www.jrosenberg.com"
"237 Jones St, Murphys, CA 95247",,"Shafer Claudia Y Attorney At Law","(209) 728-1543",,,"https://www.yellowpages.com/murphys-ca/mip/shafer-claudia-y-attorney-at-law-456260671?lid=1002073218164",
"23300 Cinema Dr Ste 2910, Valencia, CA 91355","The Law Offices of David M. Wallin is comprised of a knowledgeable and experienced team that provides defense for the criminally accused throughout Santa…","Law Offices of David M. Wallin","(661) 222-2253",,,"https://www.yellowpages.com/valencia-ca/mip/law-offices-of-david-m-wallin-458515376?lid=1000675119309","https://palmdalecriminaldefenselawfirm.com"
"1432 E Divisadero St, Fresno, CA 93721",,"Perez Williams Medina & Rodriguez LLP","(559) 445-0123","5","I was rear-ended by a young man and his insurance company accepted 100% of the liability. I talked to 3 other different attorneys and they said I can do it myself and if I…","https://www.yellowpages.com/fresno-ca/mip/perez-williams-medina-rodriguez-llp-458833144?lid=1001766851038","http://www.pwmrlaw.com"
"1300 Oliver Rd Ste 390, Fairfield, CA 94534","The Scalise Law Office has been providing legal services in Fairfield, CA and the surrounding area for over 23 years. Our attorney, Joseph M. Scalise’s legal…","Scalise Law Office","(707) 759-4230",,,"https://www.yellowpages.com/fairfield-ca/mip/scalise-law-office-458953312?lid=1001922404614","http://scaliselawoffice.com"
"3111 Camino Del Rio Ste 400, San Diego, CA 92108","When you need an attorney in San Diego, CA, rely on The Law Office of Jane E Engelman. We offer legal representation for a variety of case types including…","Engelman Jane Law Offices Of","(619) 908-1052",,,"https://www.yellowpages.com/san-diego-ca/mip/engelman-jane-law-offices-of-459347079?lid=1002145278683","http://workerscomplawsd.com"
,"At the Law Office of Karen L. Winters, our attorneys help people and businesses in Nevada and California resolve current legal issues successfully and establish…","Law Office of Karen L Winters","(775) 309-4726",,,"https://www.yellowpages.com/minden-nv/mip/law-office-of-karen-l-winters-459422230?lid=1002166496386","http://nevada-law.us"
"98 Del Monte Avenue, Suite #200, Monterey, CA 93940",,"Scott Shaffman Attorney At Law","(831) 200-3021","5","He provided me with a very experienced, sincere consultation. I would definitely recommend if you are looking for a very friendly/sincere attorney""","https://www.yellowpages.com/monterey-ca/mip/scott-shaffman-attorney-at-law-459507776?lid=1002042934033","https://www.erisaattorneyshaffman.com"
"207 N Pine St, Nevada City, CA 95959","Nancy Christie Attorney and Mediator has been practicing law in the Nevada City, California area. She is an experienced attorney and will speak to you about your…","Christie Nancy Attorney-Mediator","(530) 478-0208",,,"https://www.yellowpages.com/nevada-city-ca/mip/christie-nancy-attorney-mediator-460612049?lid=1001895146156","https://www.attorneyyellowpages.com/divorce/christie-nancy-attorney-mediator"
"820 W 18th St, Merced, CA 95340","There is no need to face legal situations alone. Albertoni and Associates of Merced, CA, practice in the areas of Family Law, Criminal Law, Wills, Trusts, and…","Albertoni & Associates","(209) 720-4907",,,"https://www.yellowpages.com/merced-ca/mip/albertoni-associates-460673530?lid=1002153291873","http://www.mercedlaw.com"
"1181 Puerta Del Sol Ste 120, San Clemente, CA 92673","long from ASCP","Castagno Joseph D","(949) 482-3542",,,"https://www.yellowpages.com/san-clemente-ca/mip/castagno-joseph-d-460765192?lid=1001166009374","http://www.castagnolawfirm.com"
"2950 Feather River Blvd, Oroville, CA 95965","Attorney Raoul J. LeClerc was admitted to the California Bar Association in 1966 and has been serving the legal needs of the Butte County community ever…","Law Office of Raoul J LeClerc","(530) 533-5661",,,"https://www.yellowpages.com/oroville-ca/mip/law-office-of-raoul-j-leclerc-461704612?lid=1000223868576","http://www.leclerclawoffice.com"
"2064 Talbert Dr, Chico, CA 95928","Heather L. Siles and Steven J. Foster are the attorneys which make up the law firm of Siles & Foster. Heather Siles and Steven Foster are both certified as…","Siles &  Foster","(530) 433-9616",,,"https://www.yellowpages.com/chico-ca/mip/siles-foster-461719380?lid=1002166408532","http://www.siles-foster.com"
"30101 Town Center Dr, Laguna Niguel, CA 92677",,"Gil  May Attorney At Law","(949) 544-3421",,,"https://www.yellowpages.com/laguna-niguel-ca/mip/gil-may-attorney-at-law-461724061?lid=171691502","http://www.gilmaylawyer.com"
"7144 Fair Oaks Blvd Ste B, Carmichael, CA 95608","The firm's practice is primarily in the area of estate planning, Wills and trusts, probate, conservatorships and guardianships and estate administration.…","Cameron Law Office","(916) 438-9033",,,"https://www.yellowpages.com/carmichael-ca/mip/cameron-law-office-461725369?lid=1002173409126",
"30101 Town Center Dr, Laguna Niguel, CA 92677",,"Gil  May Attorney At Law","(949) 544-3421",,,"https://www.yellowpages.com/laguna-niguel-ca/mip/gil-may-attorney-at-law-461724061?lid=171691502","http://www.gilmaylawyer.com"
"7144 Fair Oaks Blvd Ste B, Carmichael, CA 95608","The firm's practice is primarily in the area of estate planning, Wills and trusts, probate, conservatorships and guardianships and estate administration.…","Cameron Law Office","(916) 438-9033",,,"https://www.yellowpages.com/carmichael-ca/mip/cameron-law-office-461725369?lid=1002173409126",
"444 S 8th St Ste A, El Centro, CA 92243",,"Pace Patrick M.","(760) 483-9013",,,"https://www.yellowpages.com/el-centro-ca/mip/pace-patrick-m-461725765?lid=202954222","http://www.awebsitecomingsoon.com"
"1055 N Euclid Ave, Ontario, CA 91762","About Forrest F. Wolfe Established in 1998, the Law Offices of Forrest F. Wolfe offers Free Initial Consultations in the areas of Estate Planning and Probate.…","Law Offices of Forrest F. Wolfe","(909) 757-1580",,,"https://www.yellowpages.com/ontario-ca/mip/law-offices-of-forrest-f-wolfe-462018862?lid=1002157756080","http://www.trustwolfe.com"
"575 E Alluvial Ave Ste 105, Fresno, CA 93720",,"Carol Ann Moses","(559) 449-9069",,,"https://www.yellowpages.com/fresno-ca/mip/carol-ann-moses-465463773?lid=1000088486777",
"Modesto, CA 95354",,"Isaac Terri L Attorney At Law","(209) 214-7803","5","She is absolutely an amazing family lawyer could not ask for anyone better, sorry to see her leave the family law side since she helped us so much and was so supportive, but I…","https://www.yellowpages.com/modesto-ca/mip/isaac-terri-l-attorney-at-law-465962491?lid=1002166398864",
"800 N Haven Ave, Ste 260, Ontario, CA 91764",,"Law Offices of Smith & Garfunkel","(909) 466-9589","5","Jeff Garfunkel has to be one of, if not the best, Worker's Compensation attorney around.  Not only that, but if you call and he's not in, he will get back to you later that day…","https://www.yellowpages.com/ontario-ca/mip/law-offices-of-smith-garfunkel-466876416?lid=1002004437665","http://www.smithgarfunkel.com"
"225 S Lake Ave, Ste 300, Pasadena, CA 91101","Welcome to the Law Offices of L. Rob WernerSCV Bar Association - Attorney of the Year AwardA Daily News Readers' Choice Best Attorney Award Winner The Law…","L Rob Werner Law Offices","(661) 383-0058",,,"https://www.yellowpages.com/pasadena-ca/mip/l-rob-werner-law-offices-467719215?lid=1002100940751","http://www.wernerlawca.com"
"384 G St, Crescent City, CA 95531","De Solenni Law Office service all of Del Norte County, CA and Curry County, Oregon. We specialize in bankruptcy law, trusts, criminal, estate planning. We have…","Law Office of Gino deSolenni","(707) 464-6181",,,"https://www.yellowpages.com/crescent-city-ca/mip/law-office-of-gino-desolenni-468183053?lid=1002166516246","http://www.delnortebankruptcy.com"
"35900 Bob Hope Dr Ste 170, Rancho Mirage, CA 92270","John Gallegos Attorney At Law Our firm handles cases involving car accidents and truck accidents that result in serious injuries or wrongful death. The Law…","John D Gallegos Attorney at Law","(760) 328-5999",,,"https://www.yellowpages.com/rancho-mirage-ca/mip/john-d-gallegos-attorney-at-law-468222882?lid=1002004488920","http://johngallegosattorney.com"
"2171 S El Camino Real, Oceanside, CA 92054",,"Mendez Patricia Law Office","(760) 433-0319",,,"https://www.yellowpages.com/oceanside-ca/mip/mendez-patricia-law-office-468367902?lid=1001179156381","http://members.calbar.ca.gov/fal/Member/Detail/229396"
"720 Mendocino Ave, Santa Rosa, CA 95401",,"Law Offices of Jonathan Steele","(707) 578-3296","5","Jonathan & his staff are great w/ legal matters and easy to work with.  For criminal law matters - you'll find no one better to discuss your case with!""","https://www.yellowpages.com/santa-rosa-ca/mip/law-offices-of-jonathan-steele-468494189?lid=1000997506674","http://www.steeledefenselaw.com"
"3415 S Sepulveda Blvd Ste 440, Los Angeles, CA 90034","The law firm of Drasin, Yee & Santiago with nearly 100 years of collective legal experience, provides high-quality client service and solutions to injured…","Law Offices of Drasin Yee & Santiago","(310) 473-2355",,,"https://www.yellowpages.com/los-angeles-ca/mip/law-offices-of-drasin-yee-santiago-468911084?lid=1002041199241","http://www.dyslawgroup.com"
"6151 Van Nuys Blvd, Van Nuys, CA 91401","We provide legal representation to injured workers through knowledgeable attorneys & staff who share our passion for service and justice. We are committed to…","Koszdin Fields Sherry & Katz","(818) 781-1503",,,"https://www.yellowpages.com/van-nuys-ca/mip/koszdin-fields-sherry-katz-469255038?lid=1001922727020","http://www.koszdin.com"
"2936 N Cedar Ave, Fresno, CA 93703",,"Fuentez Mary R Tax Service Inc","(559) 225-7593",,,"https://www.yellowpages.com/fresno-ca/mip/fuentez-mary-r-tax-service-inc-470877882?lid=1001809828126","http://twitter.com/MRFINC"
"14350 Civic Dr, Ste 160, Victorville, CA 92392","Robert A Ponce Attorney at Law is the premier choice for all your go to needs for attorneys. Located in Victorville California, Robert Ponce strives to fight for…","Robert A Ponce Attorney At Law","(442) 229-1392",,,"https://www.yellowpages.com/victorville-ca/mip/robert-a-ponce-attorney-at-law-471129735?lid=1002166331266","http://robertponcelaw.com"
"10300 4th St, Rancho Cucamonga, CA 91730","The Law Firm Blomberg, Benson & Garrett, Inc. is located at 10300 Fourth Street, Suite 150 in Rancho Cucamonga, CA. We have been providing Inland Empire…","Blomberg Benson & Garrett","(909) 285-2379",,,"https://www.yellowpages.com/rancho-cucamonga-ca/mip/blomberg-benson-garrett-472237613?lid=1002057223377","https://www.lawbbg.com"
"332 W F St Suite A, Oakdale, CA 95361","Brett and Kimberly have extensive experience working with businesses concerning payment disputes and real property acquisitions that depend upon experience and…","Dickerson Law Inc.","(209) 848-1860",,,"https://www.yellowpages.com/oakdale-ca/mip/dickerson-law-inc-472419186?lid=1002015044980","http://www.bdickersonlaw.com"
,,"A Traffic Ticket Defense Attorneys California & Nationwide","(805) 456-9778","5","Very satisfied with our Attorney Michael Lyons, will definitely keep you guys in mind for all our needs thank you!""","https://www.yellowpages.com/nationwide/mip/a-traffic-ticket-defense-attorneys-california-nationwide-472485445?lid=1002166319737","http://www.trafixxlaw.com"
"21250 Hawthorne Blvd, Torrance, CA 90503",,"Eskridge Law","(310) 303-3951","5","Do not hesitate to contact Eskridge Law.  They are the best!""","https://www.yellowpages.com/torrance-ca/mip/eskridge-law-472604848?lid=1000439496091","http://www.eskridgelaw.net"
,"We represent individuals and groups of people who have been financially abused or otherwise ripped off by careless or dishonest companies or companies that just…","Bernstein Scot D Law Offices APC","(916) 447-0100",,,"https://www.yellowpages.com/nationwide/mip/bernstein-scot-d-law-offices-apc-472996281?lid=1000230009356","http://www.sbernsteinlaw.com"
"1901 Camino Vida Roble Ste 114, Carlsbad, CA 92008",,"DUXBURY Marc","(760) 683-8165","4","With today's economy I wasn't the only person to get into financial trouble.  I went to see Marc Duxbury after seeing one of his ads.  I went in and had a consultation.  I…","https://www.yellowpages.com/carlsbad-ca/mip/duxbury-marc-474269179?lid=1002116240021","https://www.countylawcenter.com"
"1849 Clayton Rd, Concord, CA 94520","*Maurice Moyal - Trial Lawyer *Dennis Young - Trial Lawyer *FREE INITIAL CONSULTATION *EVENING & SATURDAY APPOINTMENTS AVAILABLE ; Lang:We Speak: French &…","Moyal & Moyal A Professional Law Corporation","(925) 686-0200",,,"https://www.yellowpages.com/concord-ca/mip/moyal-moyal-a-professional-law-corporation-475315554?lid=1000088620379",
"354 Pine St, San Francisco, CA 94104",,"Brandi Thomas Law Office","(415) 989-1800",,,"https://www.yellowpages.com/san-francisco-ca/mip/brandi-thomas-law-office-478495605?lid=1001359718323","http://www.brandilaw.com"
"11 S San Joaquin St Ste 704, Stockton, CA 95202","At Donald E Barrows Inc. we specialize in: Attorneys, Labor & Employment Law Attorneys, Social Security & Disability Law Attorneys, Personal Injury Law…","Donald E Barrows Inc","(209) 800-0662",,,"https://www.yellowpages.com/stockton-ca/mip/donald-e-barrows-inc-480774099?lid=1002157759197","http://www.dbarrows.com"
"3500 5th Ave Ste 304, San Diego, CA 92103",,"Law Office of David P Shapiro","(619) 736-2886","5","Not too long ago I was pulled over for a DUI. It was a stupid move, I know, but at the time I didn't think that I was too intoxicated to drive. I'd only had a few drinks but…","https://www.yellowpages.com/san-diego-ca/mip/law-office-of-david-p-shapiro-480879057?lid=1002104081538","http://www.davidpshapirolaw.com"
"901 H St, Sacramento, CA 95814","Michael A. Sawamura, Attorney at Law, focuses on wills, trusts and estate planning law, in addition to business law and corporate defense service. For the past…","Sawamura Michael Attorney At Law","(916) 905-4007",,,"https://www.yellowpages.com/sacramento-ca/mip/sawamura-michael-attorney-at-law-481468080?lid=1000200660540","http://snclawfirm.com"
"1141 W Shaw Ave, Fresno, CA 93711","*Attorney *Extensive Trial Experience *Former Deputy District Attorney","Edginton Ruthanne","(559) 500-3767",,,"https://www.yellowpages.com/fresno-ca/mip/edginton-ruthanne-481474329?lid=1000200658891","http://www.edgintonlawfirm.com"
"901 H St, Sacramento, CA 95814",,"Michael Sawamura Attorney At Law","(916) 930-6340",,,"https://www.yellowpages.com/sacramento-ca/mip/michael-sawamura-attorney-at-law-481475305?lid=206769405","http://snclawfirm.com"
,,"Barnum & Avila Law Offices Of","(925) 954-4133",,,"https://www.yellowpages.com/nationwide/mip/barnum-avila-law-offices-of-482210711?lid=1001575836178","http://rmblaw.com/"
"301 N Forbes ST, Lakeport, CA 95453","I am a criminal defense attorney in Lake County, California. I worked previously as a criminal defense attorney in San Francisco, San Mateo, Alameda, Contra…","Conwell William Law Office Of","(707) 263-8220",,,"https://www.yellowpages.com/lakeport-ca/mip/conwell-william-law-office-of-483876653?lid=1001153267589","http://williamconwellduidefense.com"
"717 20th St, Ste 1, Sacramento, CA 95811","Omar Gonzalez A Law Corporation handles cases related to accidental deaths, worker's compensation, dog bites, and auto accidents. Workers can claim for…","Gonzalez Omar, A Law Corporation","(916) 440-0892",,,"https://www.yellowpages.com/sacramento-ca/mip/gonzalez-omar-a-law-corporation-488355738?lid=1002103328670","http://www.omargonzalezlaw.com"
"1528 S El Camino Real, San Mateo, CA 94402","Finkelstein & Fujii LLP offers experienced counsel and advocacy across a wide spectrum of legal problems, including business and corporate law, real estate,…","Finkelstein & Fujii LLP","(650) 353-4503",,,"https://www.yellowpages.com/san-mateo-ca/mip/finkelstein-fujii-llp-495844007?lid=1002004420146","http://dgflaw.com"
"4970 Windplay Dr, El Dorado Hills, CA 95762",,"Turner  Pat Alan A Professional Corporation Attorney CPA","(916) 293-5826","5","Pat and his staff are super helpful and easy to talk to.The atmosphere in the office is very cozy and relaxing. I'm a small business owner and Pat gave me great advise that…","https://www.yellowpages.com/el-dorado-hills-ca/mip/turner-pat-alan-a-professional-corporation-attorney-cpa-495852933?lid=1002169539544","http://pattaxlaw.com/index.html"
"144 N Indian Hill Blvd, Claremont, CA 91711","Taylor, Simonson, & Winter LLP specializes in Tax Controversy civil and criminal litigation. We are also Licensed to represent clients for California State Tax…","Taylor, Simonson, & Winter LLP","(909) 625-4785",,,"https://www.yellowpages.com/claremont-ca/mip/taylor-simonson-winter-llp-497185914?lid=1002120673687",
"645 Brookside Ave, Redlands, CA 92373",,"Geoffrey H. Hopper & Associates","(909) 283-6351","5","I was referred to Mr. Hopper when I had a situation with being terminated from my job of almost 9 years.  Mr. Hopper was professional, spent time with me, gave me several…","https://www.yellowpages.com/redlands-ca/mip/geoffrey-h-hopper-associates-5033817?lid=346569488","http://www.hopperlaw.com"
"9663 Tierra Grande St, San Diego, CA 92126","When it comes to family law matters, there is no substitute for experience. At Law Offices of Beatrice L. Snider, APC, our San Diego County family law attorneys…","Beatrice L. Snider APC","(858) 800-2946",,,"https://www.yellowpages.com/san-diego-ca/mip/beatrice-l-snider-apc-505258927?lid=1001345080889","http://www.blsapc.com"
"300 E State St, Redlands, CA 92373","Attorney Bryant MacDonald specializes in bankruptcy, business and real estate law in Redlands California. Whether you need representation immediately or just…","Bryant C. MacDonald Attorney At Law","(909) 793-7995",,,"https://www.yellowpages.com/redlands-ca/mip/bryant-c-macdonald-attorney-at-law-505497034?lid=1002004418767","http://www.redlandsbkattorney.com"
"66 W Ramsey St, Banning, CA 92220","We fight for you! The Law Office of James M. Taylor in Banning, CA is committed to providing you with top notch legal support. We approach every client with a…","James M Taylor Law Offices","(951) 846-6858",,,"https://www.yellowpages.com/banning-ca/mip/james-m-taylor-law-offices-506469941?lid=1002166381986","https://www.jamesmtaylorlaw.com"
,,"Advocate Law Firm Professional Law Corporation","(844) 898-6714","5","Always kept up with me and if I had any questions they where always kind and helpful,ill be giving them a call if I ever need them(:""","https://www.yellowpages.com/nationwide/mip/advocate-law-firm-professional-law-corporation-507252318?lid=1002166452145","https://www.advocatelawfirm.org?npcmp=dir:local:4885229:92614"
"41319 12th St W Ste 101, Palmdale, CA 93551",,"Wallin David M - A Law Corp","(661) 267-1313",,,"https://www.yellowpages.com/palmdale-ca/mip/wallin-david-m-a-law-corp-507746308?lid=1001059684609","http://www.palmdalecriminaldefenselawfirm.com"
"426 14th St, Ste 120, Modesto, CA 95354",,"Law Offices Of Sonya A. Bouma, PLC","(209) 527-8700","5","I sought the services of Sonya A Bouma to help me with alimony issues. It had been over 4 years since my divorce when I experienced a decrease in my income. I tried to do it…","https://www.yellowpages.com/modesto-ca/mip/law-offices-of-sonya-a-bouma-plc-507748547?lid=1002166405725","http://www.modestofamilylaw.org"
"349 Pine St, Red Bluff, CA 96080","Practicing law since 1993","Forbes Cheryl Attorney At Law","(530) 690-5482",,,"https://www.yellowpages.com/red-bluff-ca/mip/forbes-cheryl-attorney-at-law-513340380?lid=1001761410092",
"2215 Torrance Blvd, Ste 201, Torrance, CA 90501","Offering a $100 consultation where I will assess your option(s). I will screen for any legal issues and problems your case may present and will let you know how…","Law Office Of Marie Michaud","(424) 244-3081",,,"https://www.yellowpages.com/torrance-ca/mip/law-office-of-marie-michaud-516390370?lid=1002153339936","http://www.torranceimmigrationlaw.com"
"2021 The Alameda, San Jose, CA 95126",,"Hoffman Law Group APC","(408) 471-3091",,,"https://www.yellowpages.com/san-jose-ca/mip/hoffman-law-group-apc-519576572?lid=1001329782583","http://kirkhoffman.com/"
"1118 6th St, Eureka, CA 95501","About UsOwens & Ross, Attorneys at Law, is a local law firm that serves all of Humboldt and Del Norte Counties. We are located in Eureka, California, the seat of…","Owens  & Ross Attorneys At Law","(707) 441-1185",,,"https://www.yellowpages.com/eureka-ca/mip/owens-ross-attorneys-at-law-524699058?lid=1002155937444","http://www.owensandross.com"
"509 15th Street, Modesto, CA 95354","Most Successful Social Security Disability Firm Prior to founding Milam Law Firm, lawyer Jeffrey Milam spent more than seven years working inside of the Social…","Milam Law","(209) 312-7765",,,"https://www.yellowpages.com/modesto-ca/mip/milam-law-524743753?lid=1002116247622","http://www.milamlaw.com"
"401 E Orange St, Santa Maria, CA 93454","Joseph C. Gallas; A professional Law Corporation/Attorney Anne Marie Cullen Over 30 Years Experience. No Recovery No Fee, Free Consultation, Social Security…","Law Offices of Anne Marie Cullen","(805) 925-9511",,,"https://www.yellowpages.com/santa-maria-ca/mip/law-offices-of-anne-marie-cullen-526176768?lid=1002108316917","http://www.amcullenlaw.com"
"615 13th St, Modesto, CA 95354",,"The Bogan Law Firm","(209) 390-4434","5","The Bogan Law Firm is nothing short of professional.  Easy to talk to and immediate feedback.  These guys have your back.  Associate Attorney Zach Drivon handles himself as if…","https://www.yellowpages.com/modesto-ca/mip/the-bogan-law-firm-529328438?lid=1002173406895","http://www.209legal.com/"
"1 Kaiser Plaza Suite #330, Oakland, CA 94612","Over 25 Years Experience * Free Consultation for Accident / Personal Injury Cases * Se Habla Espanol; Lang:English / Spanish","Law Offices of David I Fischer","(510) 457-0394",,,"https://www.yellowpages.com/oakland-ca/mip/law-offices-of-david-i-fischer-529977646?lid=1002129135437","http://www.davidfischerlawfirm.com"
"227 E Branch St, Arroyo Grande, CA 93420","Michael E. Zimmerman, Inc. is a boutique estate planning and elder law firm serving families throughout Central Coast California. We provide our clients with…","Michael E Zimmerman Attorney at Law","(805) 668-3706",,,"https://www.yellowpages.com/arroyo-grande-ca/mip/michael-e-zimmerman-attorney-at-law-531798024?lid=1002106208686","http://www.michaelezimmerman.com"
,"Legal issues and bankruptcy are often complex and individual. The general advice may or may not apply to you. You should consult with a bankruptcy attorney for…","Action Legal Services","(775) 557-6117",,,"https://www.yellowpages.com/reno-nv/mip/action-legal-services-531804000?lid=1001618735274","http://www.actionlegal.com/"
"420 W Pine St, Lodi, CA 95240",,"McGaddery Jonathan","(209) 334-4109",,,"https://www.yellowpages.com/lodi-ca/mip/mcgaddery-jonathan-533065411?lid=1001711965401",
"1970 Broadway, Oakland, CA 94612","Margolin & Biatch is a small Oakland based law firm dedicated to providing personal service and high quality legal services to its clients. The firm traces it…","Margolin & Biatch Attorneys at Law","(510) 899-9186",,,"https://www.yellowpages.com/oakland-ca/mip/margolin-biatch-attorneys-at-law-538645505?lid=1001783805609",
"10630 Town Center Dr Suite 119, Rancho Cucamonga, CA 91730","Founder Alan Carlisle and the attorneys at All American Law combine effective legal counsel with a cutting-edge approach. Decades of family law experience is…","All American Law","(909) 944-8880",,,"https://www.yellowpages.com/rancho-cucamonga-ca/mip/all-american-law-540089621?lid=1002004390921","https://www.allamericanlawfirm.net"
"12770 High Bluff Dr., San Diego, CA 92130","Anderson has over 25 years of experience in handling all matters related to divorce and family law. He has a strong reputation as an effective litigator and…","The Law Offices of John F Anderson","(858) 794-9111",,,"https://www.yellowpages.com/san-diego-ca/mip/the-law-offices-of-john-f-anderson-541548408?lid=1001877987453","http://www.carmelvalleyattorney.com"
"509 Marin St Ste 122, Thousand Oaks, CA 91360","We are dedicated to providing you with high quality representation that is personalized to meet the needs of your particular case. The caring and experienced…","Law Offices Of Susan H. Witting","(805) 777-7371",,,"https://www.yellowpages.com/thousand-oaks-ca/mip/law-offices-of-susan-h-witting-541612402?lid=209991462","http://www.shwfamilylaw.com"
